,Week,Year,Attribute,Value
641,41,2018,KW!_Comdty,5.2425
642,40,2018,KW!_Comdty,5.2425
643,39,2018,KW!_Comdty,5.1125
644,38,2018,KW!_Comdty,5.2525
645,37,2018,KW!_Comdty,4.79
646,36,2018,KW!_Comdty,4.885
647,35,2018,KW!_Comdty,5.23
648,34,2018,KW!_Comdty,5.1925
649,33,2018,KW!_Comdty,5.65
650,32,2018,KW!_Comdty,5.5975
651,31,2018,KW!_Comdty,5.6725
652,30,2018,KW!_Comdty,5.325
653,29,2018,KW!_Comdty,5.085
654,28,2018,KW!_Comdty,4.6925
655,27,2018,KW!_Comdty,4.9225
656,26,2018,KW!_Comdty,4.7075
657,25,2018,KW!_Comdty,4.8875
658,24,2018,KW!_Comdty,5.1975
659,23,2018,KW!_Comdty,5.3825
660,22,2018,KW!_Comdty,5.4075
661,21,2018,KW!_Comdty,5.64
662,20,2018,KW!_Comdty,5.3875
663,19,2018,KW!_Comdty,5.0175
664,18,2018,KW!_Comdty,5.3575
665,17,2018,KW!_Comdty,5.1225
666,16,2018,KW!_Comdty,4.8275
667,15,2018,KW!_Comdty,4.9575
668,14,2018,KW!_Comdty,5.0675
669,13,2018,KW!_Comdty,4.6725
670,12,2018,KW!_Comdty,4.7925
671,11,2018,KW!_Comdty,4.995
672,10,2018,KW!_Comdty,5.08
673,9,2018,KW!_Comdty,5.22
674,8,2018,KW!_Comdty,4.69
675,7,2018,KW!_Comdty,4.785
676,6,2018,KW!_Comdty,4.655
677,5,2018,KW!_Comdty,4.6325
678,4,2018,KW!_Comdty,4.43
679,3,2018,KW!_Comdty,4.275
680,2,2018,KW!_Comdty,4.2625
681,1,2018,KW!_Comdty,4.375
682,52,2017,KW!_Comdty,4.2725
683,51,2017,KW!_Comdty,4.2225
684,50,2017,KW!_Comdty,4.175
685,49,2017,KW!_Comdty,4.0075
686,48,2017,KW!_Comdty,4.205
687,47,2017,KW!_Comdty,4.145
688,46,2017,KW!_Comdty,4.22
689,45,2017,KW!_Comdty,4.3325
690,44,2017,KW!_Comdty,4.2675
691,43,2017,KW!_Comdty,4.2525
692,42,2017,KW!_Comdty,4.2275
693,41,2017,KW!_Comdty,4.3625
694,40,2017,KW!_Comdty,4.3675
695,39,2017,KW!_Comdty,4.4275
696,38,2017,KW!_Comdty,4.5025
697,37,2017,KW!_Comdty,4.46
698,36,2017,KW!_Comdty,4.155
699,35,2017,KW!_Comdty,4.125
700,34,2017,KW!_Comdty,4.045
701,33,2017,KW!_Comdty,4.145
702,32,2017,KW!_Comdty,4.4125
703,31,2017,KW!_Comdty,4.595
704,30,2017,KW!_Comdty,4.81
705,29,2017,KW!_Comdty,4.96
706,28,2017,KW!_Comdty,4.99
707,27,2017,KW!_Comdty,5.265
708,26,2017,KW!_Comdty,5.1125
709,25,2017,KW!_Comdty,4.6425
710,24,2017,KW!_Comdty,4.735
711,23,2017,KW!_Comdty,4.515
712,22,2017,KW!_Comdty,4.3325
713,21,2017,KW!_Comdty,4.375
714,20,2017,KW!_Comdty,4.38
715,19,2017,KW!_Comdty,4.29
716,18,2017,KW!_Comdty,4.38
717,17,2017,KW!_Comdty,4.2475
718,16,2017,KW!_Comdty,4.045
719,15,2017,KW!_Comdty,4.2725
720,14,2017,KW!_Comdty,4.2175
721,13,2017,KW!_Comdty,4.205
722,12,2017,KW!_Comdty,4.28
723,11,2017,KW!_Comdty,4.535
724,10,2017,KW!_Comdty,4.4525
725,9,2017,KW!_Comdty,4.62
726,8,2017,KW!_Comdty,4.5375
727,7,2017,KW!_Comdty,4.5625
728,6,2017,KW!_Comdty,4.605
729,5,2017,KW!_Comdty,4.405
730,4,2017,KW!_Comdty,4.3425
731,3,2017,KW!_Comdty,4.43
732,2,2017,KW!_Comdty,4.49
733,1,2017,KW!_Comdty,4.335
734,52,2016,KW!_Comdty,4.185
735,51,2016,KW!_Comdty,4.0625
736,50,2016,KW!_Comdty,4.1475
737,49,2016,KW!_Comdty,3.955
738,48,2016,KW!_Comdty,3.9
739,47,2016,KW!_Comdty,4.1125
740,46,2016,KW!_Comdty,4.1375
741,45,2016,KW!_Comdty,4.1025
742,44,2016,KW!_Comdty,4.115
743,43,2016,KW!_Comdty,4.1125
744,42,2016,KW!_Comdty,4.215
745,41,2016,KW!_Comdty,4.1775
746,40,2016,KW!_Comdty,4.03
747,39,2016,KW!_Comdty,4.155
748,38,2016,KW!_Comdty,4.215
749,37,2016,KW!_Comdty,4.1725
750,36,2016,KW!_Comdty,3.935
751,35,2016,KW!_Comdty,3.865
752,34,2016,KW!_Comdty,3.8975
753,33,2016,KW!_Comdty,4.1875
754,32,2016,KW!_Comdty,4.1625
755,31,2016,KW!_Comdty,4.1175
756,30,2016,KW!_Comdty,4.0975
757,29,2016,KW!_Comdty,4.19
758,28,2016,KW!_Comdty,4.1375
759,27,2016,KW!_Comdty,4.0525
760,26,2016,KW!_Comdty,3.9425
761,25,2016,KW!_Comdty,4.2275
762,24,2016,KW!_Comdty,4.6075
763,23,2016,KW!_Comdty,4.685
764,22,2016,KW!_Comdty,4.74
765,21,2016,KW!_Comdty,4.5975
766,20,2016,KW!_Comdty,4.49
767,19,2016,KW!_Comdty,4.4475
768,18,2016,KW!_Comdty,4.41
769,17,2016,KW!_Comdty,4.6525
770,16,2016,KW!_Comdty,4.6175
771,15,2016,KW!_Comdty,4.5775
772,14,2016,KW!_Comdty,4.6
773,13,2016,KW!_Comdty,4.7775
774,12,2016,KW!_Comdty,4.7175
775,11,2016,KW!_Comdty,4.695
776,10,2016,KW!_Comdty,4.725
777,9,2016,KW!_Comdty,4.5775
778,8,2016,KW!_Comdty,4.425
779,7,2016,KW!_Comdty,4.57
780,6,2016,KW!_Comdty,4.4425
781,5,2016,KW!_Comdty,4.54
782,4,2016,KW!_Comdty,4.72
783,3,2016,KW!_Comdty,4.7075
784,2,2016,KW!_Comdty,4.74
785,1,2016,KW!_Comdty,4.7275
786,53,2016,KW!_Comdty,4.685
787,52,2015,KW!_Comdty,4.675
788,51,2015,KW!_Comdty,4.8225
789,50,2015,KW!_Comdty,4.6825
790,49,2015,KW!_Comdty,4.635
791,48,2015,KW!_Comdty,4.5
792,47,2015,KW!_Comdty,4.57
793,46,2015,KW!_Comdty,4.655
794,45,2015,KW!_Comdty,4.9025
795,44,2015,KW!_Comdty,4.9375
796,43,2015,KW!_Comdty,4.755
797,42,2015,KW!_Comdty,4.835
798,41,2015,KW!_Comdty,5.0025
799,40,2015,KW!_Comdty,5.005
800,39,2015,KW!_Comdty,5.0025
801,38,2015,KW!_Comdty,4.8225
802,37,2015,KW!_Comdty,4.59
803,36,2015,KW!_Comdty,4.485
804,35,2015,KW!_Comdty,4.5775
805,34,2015,KW!_Comdty,4.71
806,33,2015,KW!_Comdty,4.8975
807,32,2015,KW!_Comdty,4.93
808,31,2015,KW!_Comdty,4.9225
809,30,2015,KW!_Comdty,5.0725
810,29,2015,KW!_Comdty,5.465
811,28,2015,KW!_Comdty,5.575
812,27,2015,KW!_Comdty,5.76
813,26,2015,KW!_Comdty,5.5925
814,25,2015,KW!_Comdty,5.0325
815,24,2015,KW!_Comdty,5.26
816,23,2015,KW!_Comdty,5.3525
817,22,2015,KW!_Comdty,4.9875
818,21,2015,KW!_Comdty,5.465
819,20,2015,KW!_Comdty,5.4175
820,19,2015,KW!_Comdty,5.105
821,18,2015,KW!_Comdty,4.9325
822,17,2015,KW!_Comdty,5.0225
823,16,2015,KW!_Comdty,5.0925
824,15,2015,KW!_Comdty,5.5875
825,14,2015,KW!_Comdty,5.8275
826,13,2015,KW!_Comdty,5.53
827,12,2015,KW!_Comdty,5.695
828,11,2015,KW!_Comdty,5.4175
829,10,2015,KW!_Comdty,5.2075
830,9,2015,KW!_Comdty,5.345
831,8,2015,KW!_Comdty,5.3325
832,7,2015,KW!_Comdty,5.6275
833,6,2015,KW!_Comdty,5.6175
834,5,2015,KW!_Comdty,5.4025
835,4,2015,KW!_Comdty,5.64
836,3,2015,KW!_Comdty,5.77
837,2,2015,KW!_Comdty,6.005
838,2,2023,MW1_Comdty,9.1225
839,1,2023,MW1_Comdty,9.0175
840,52,2022,MW1_Comdty,9.3875
841,51,2022,MW1_Comdty,9.3175
842,50,2022,MW1_Comdty,9.095
843,49,2022,MW1_Comdty,9.275
844,48,2022,MW1_Comdty,9.3975
845,47,2022,MW1_Comdty,9.5725
846,46,2022,MW1_Comdty,9.515
847,45,2022,MW1_Comdty,9.4575
848,44,2022,MW1_Comdty,9.545
849,43,2022,MW1_Comdty,9.45
850,42,2022,MW1_Comdty,9.615
851,41,2022,MW1_Comdty,9.5425
852,40,2022,MW1_Comdty,9.68
853,39,2022,MW1_Comdty,9.82
854,38,2022,MW1_Comdty,9.4925
855,37,2022,MW1_Comdty,9.3875
856,36,2022,MW1_Comdty,9.0975
857,35,2022,MW1_Comdty,8.7225
858,34,2022,MW1_Comdty,8.945
859,33,2022,MW1_Comdty,8.7475
860,32,2022,MW1_Comdty,9.195
861,31,2022,MW1_Comdty,8.865
862,30,2022,MW1_Comdty,9.06
863,29,2022,MW1_Comdty,8.71
864,28,2022,MW1_Comdty,9.0675
865,27,2022,MW1_Comdty,9.6825
866,26,2022,MW1_Comdty,9.41
867,25,2022,MW1_Comdty,10.7075
868,24,2022,MW1_Comdty,11.695
869,23,2022,MW1_Comdty,12.215
870,22,2022,MW1_Comdty,11.9175
871,21,2022,MW1_Comdty,13.0475
872,20,2022,MW1_Comdty,12.79
873,19,2022,MW1_Comdty,13.335
874,18,2022,MW1_Comdty,12.045
875,17,2022,MW1_Comdty,11.6125
876,16,2022,MW1_Comdty,11.6025
877,15,2022,MW1_Comdty,11.445
878,14,2022,MW1_Comdty,11.2725
879,13,2022,MW1_Comdty,10.6525
880,12,2022,MW1_Comdty,11.0425
881,11,2022,MW1_Comdty,10.6025
882,10,2022,MW1_Comdty,10.9925
883,9,2022,MW1_Comdty,11.2475
884,8,2022,MW1_Comdty,9.5225
885,7,2022,MW1_Comdty,9.6075
886,6,2022,MW1_Comdty,9.615
887,5,2022,MW1_Comdty,9.13
888,4,2022,MW1_Comdty,9.2025
889,3,2022,MW1_Comdty,9.36
890,2,2022,MW1_Comdty,8.7825
891,1,2022,MW1_Comdty,9.2325
892,52,2021,MW1_Comdty,9.82
893,51,2021,MW1_Comdty,10.325
894,50,2021,MW1_Comdty,10.225
895,49,2021,MW1_Comdty,10.3925
896,48,2021,MW1_Comdty,10.3625
897,47,2021,MW1_Comdty,10.395
898,46,2021,MW1_Comdty,10.1025
899,45,2021,MW1_Comdty,10.5
900,44,2021,MW1_Comdty,10.095
901,43,2021,MW1_Comdty,10.5225
902,42,2021,MW1_Comdty,10.13
903,41,2021,MW1_Comdty,9.6875
904,40,2021,MW1_Comdty,9.465
905,39,2021,MW1_Comdty,9.29
906,38,2021,MW1_Comdty,9.16
907,37,2021,MW1_Comdty,9.005
908,36,2021,MW1_Comdty,8.8325
909,35,2021,MW1_Comdty,9.155
910,34,2021,MW1_Comdty,9.3625
911,33,2021,MW1_Comdty,9.185
912,32,2021,MW1_Comdty,9.4425
913,31,2021,MW1_Comdty,9.1625
914,30,2021,MW1_Comdty,9.0475
915,29,2021,MW1_Comdty,8.835
916,28,2021,MW1_Comdty,9.1725
917,27,2021,MW1_Comdty,8.135
918,26,2021,MW1_Comdty,8.63
919,25,2021,MW1_Comdty,8.225
920,24,2021,MW1_Comdty,7.625
921,23,2021,MW1_Comdty,7.6475
922,22,2021,MW1_Comdty,8.1275
923,21,2021,MW1_Comdty,7.275
924,20,2021,MW1_Comdty,7.005
925,19,2021,MW1_Comdty,7.4525
926,18,2021,MW1_Comdty,7.89
927,17,2021,MW1_Comdty,7.6325
928,16,2021,MW1_Comdty,7.185
929,15,2021,MW1_Comdty,6.6425
930,14,2021,MW1_Comdty,6.54
931,13,2021,MW1_Comdty,5.995
932,12,2021,MW1_Comdty,6.14
933,11,2021,MW1_Comdty,6.27
934,10,2021,MW1_Comdty,6.2875
935,9,2021,MW1_Comdty,6.375
936,8,2021,MW1_Comdty,6.31
937,7,2021,MW1_Comdty,6.2875
938,6,2021,MW1_Comdty,6.16
939,5,2021,MW1_Comdty,6.26
940,4,2021,MW1_Comdty,6.335
941,3,2021,MW1_Comdty,6.125
942,2,2021,MW1_Comdty,6.4325
943,1,2021,MW1_Comdty,6.0775
944,53,2021,MW1_Comdty,5.9925
945,52,2020,MW1_Comdty,5.8275
946,51,2020,MW1_Comdty,5.685
947,50,2020,MW1_Comdty,5.5525
948,49,2020,MW1_Comdty,5.36
949,48,2020,MW1_Comdty,5.5075
950,47,2020,MW1_Comdty,5.44
951,46,2020,MW1_Comdty,5.5475
952,45,2020,MW1_Comdty,5.5725
953,44,2020,MW1_Comdty,5.5225
954,43,2020,MW1_Comdty,5.775
955,42,2020,MW1_Comdty,5.5975
956,41,2020,MW1_Comdty,5.4375
957,40,2020,MW1_Comdty,5.3175
958,39,2020,MW1_Comdty,5.2975
959,38,2020,MW1_Comdty,5.5125
960,37,2020,MW1_Comdty,5.1325
961,36,2020,MW1_Comdty,5.25
962,35,2020,MW1_Comdty,5.185
963,34,2020,MW1_Comdty,5.15
964,33,2020,MW1_Comdty,4.975
965,32,2020,MW1_Comdty,4.945
966,31,2020,MW1_Comdty,5.14
967,30,2020,MW1_Comdty,5.1525
968,29,2020,MW1_Comdty,5.1275
969,28,2020,MW1_Comdty,5.17
970,27,2020,MW1_Comdty,4.9575
971,26,2020,MW1_Comdty,4.985
972,25,2020,MW1_Comdty,5.2425
973,24,2020,MW1_Comdty,5.1325
974,23,2020,MW1_Comdty,5.1875
975,22,2020,MW1_Comdty,5.25
976,21,2020,MW1_Comdty,5.13
977,20,2020,MW1_Comdty,5.0625
978,19,2020,MW1_Comdty,5.0
979,18,2020,MW1_Comdty,4.9825
980,17,2020,MW1_Comdty,4.99
981,16,2020,MW1_Comdty,5.0675
982,15,2020,MW1_Comdty,5.325
983,14,2020,MW1_Comdty,5.245
984,13,2020,MW1_Comdty,5.37
985,12,2020,MW1_Comdty,5.21
986,11,2020,MW1_Comdty,4.9825
987,10,2020,MW1_Comdty,5.09
988,9,2020,MW1_Comdty,5.1125
989,8,2020,MW1_Comdty,5.26
990,7,2020,MW1_Comdty,5.255
991,6,2020,MW1_Comdty,5.3575
992,5,2020,MW1_Comdty,5.3375
993,4,2020,MW1_Comdty,5.475
994,3,2020,MW1_Comdty,5.6
995,2,2020,MW1_Comdty,5.5825
996,1,2020,MW1_Comdty,5.475
997,52,2019,MW1_Comdty,5.535
998,51,2019,MW1_Comdty,5.3675
999,50,2019,MW1_Comdty,5.06
1000,49,2019,MW1_Comdty,4.97
1001,48,2019,MW1_Comdty,4.945
1002,47,2019,MW1_Comdty,4.9275
1003,46,2019,MW1_Comdty,5.0375
1004,45,2019,MW1_Comdty,5.185
1005,44,2019,MW1_Comdty,5.3125
1006,43,2019,MW1_Comdty,5.3675
1007,42,2019,MW1_Comdty,5.445
1008,41,2019,MW1_Comdty,5.48
1009,40,2019,MW1_Comdty,5.36
1010,39,2019,MW1_Comdty,5.47
1011,38,2019,MW1_Comdty,5.2425
1012,37,2019,MW1_Comdty,4.93
1013,36,2019,MW1_Comdty,4.7475
1014,35,2019,MW1_Comdty,4.765
1015,34,2019,MW1_Comdty,4.9875
1016,33,2019,MW1_Comdty,5.0625
1017,32,2019,MW1_Comdty,5.1975
1018,31,2019,MW1_Comdty,5.2225
1019,30,2019,MW1_Comdty,5.245
1020,29,2019,MW1_Comdty,5.2925
1021,28,2019,MW1_Comdty,5.3625
1022,27,2019,MW1_Comdty,5.3425
1023,26,2019,MW1_Comdty,5.5425
1024,25,2019,MW1_Comdty,5.36
1025,24,2019,MW1_Comdty,5.6325
1026,23,2019,MW1_Comdty,5.6875
1027,22,2019,MW1_Comdty,5.52
1028,21,2019,MW1_Comdty,5.48
1029,20,2019,MW1_Comdty,5.2775
1030,19,2019,MW1_Comdty,5.0875
1031,18,2019,MW1_Comdty,4.995
1032,17,2019,MW1_Comdty,4.98
1033,16,2019,MW1_Comdty,5.2325
1034,15,2019,MW1_Comdty,5.3125
1035,14,2019,MW1_Comdty,5.225
1036,13,2019,MW1_Comdty,5.5475
1037,12,2019,MW1_Comdty,5.7225
1038,11,2019,MW1_Comdty,5.5475
1039,10,2019,MW1_Comdty,5.5575
1040,9,2019,MW1_Comdty,5.62
1041,8,2019,MW1_Comdty,5.6675
1042,7,2019,MW1_Comdty,5.73
1043,6,2019,MW1_Comdty,5.685
1044,5,2019,MW1_Comdty,5.755
1045,4,2019,MW1_Comdty,5.7475
1046,3,2019,MW1_Comdty,5.7425
1047,2,2019,MW1_Comdty,5.7
1048,1,2019,MW1_Comdty,5.7025
1049,52,2018,MW1_Comdty,5.505
1050,51,2018,MW1_Comdty,5.6125
1051,50,2018,MW1_Comdty,5.805
1052,49,2018,MW1_Comdty,5.8575
1053,48,2018,MW1_Comdty,5.8325
1054,47,2018,MW1_Comdty,5.7425
1055,46,2018,MW1_Comdty,5.7125
1056,45,2018,MW1_Comdty,5.7325
1057,44,2018,MW1_Comdty,5.805
1058,43,2018,MW1_Comdty,5.7775
1059,42,2018,MW1_Comdty,5.8875
1060,41,2018,MW1_Comdty,5.96
1061,40,2018,MW1_Comdty,5.9125
1062,39,2018,MW1_Comdty,5.725
1063,38,2018,MW1_Comdty,5.825
1064,37,2018,MW1_Comdty,5.57
1065,36,2018,MW1_Comdty,5.5525
1066,35,2018,MW1_Comdty,5.8375
1067,34,2018,MW1_Comdty,5.7275
1068,33,2018,MW1_Comdty,6.085
1069,32,2018,MW1_Comdty,6.0875
1070,31,2018,MW1_Comdty,6.1275
1071,30,2018,MW1_Comdty,5.925
1072,29,2018,MW1_Comdty,5.55
1073,28,2018,MW1_Comdty,5.2425
1074,27,2018,MW1_Comdty,5.4575
1075,26,2018,MW1_Comdty,5.215
1076,25,2018,MW1_Comdty,5.49
1077,24,2018,MW1_Comdty,5.7075
1078,23,2018,MW1_Comdty,5.925
1079,22,2018,MW1_Comdty,6.04
1080,21,2018,MW1_Comdty,6.4425
1081,20,2018,MW1_Comdty,6.29
1082,19,2018,MW1_Comdty,6.135
1083,18,2018,MW1_Comdty,6.2975
1084,17,2018,MW1_Comdty,6.0625
1085,16,2018,MW1_Comdty,6.0
1086,15,2018,MW1_Comdty,6.17
1087,14,2018,MW1_Comdty,6.0725
1088,13,2018,MW1_Comdty,5.785
1089,12,2018,MW1_Comdty,6.0275
1090,11,2018,MW1_Comdty,6.1175
1091,10,2018,MW1_Comdty,6.15
1092,9,2018,MW1_Comdty,6.065
1093,8,2018,MW1_Comdty,6.0075
1094,7,2018,MW1_Comdty,6.0525
1095,6,2018,MW1_Comdty,6.035
1096,5,2018,MW1_Comdty,6.0375
1097,4,2018,MW1_Comdty,6.145
1098,3,2018,MW1_Comdty,6.085
1099,2,2018,MW1_Comdty,6.1275
1100,1,2018,MW1_Comdty,6.2675
1101,52,2017,MW1_Comdty,6.1475
1102,51,2017,MW1_Comdty,6.1175
1103,50,2017,MW1_Comdty,6.2
1104,49,2017,MW1_Comdty,5.9775
1105,48,2017,MW1_Comdty,6.105
1106,47,2017,MW1_Comdty,6.235
1107,46,2017,MW1_Comdty,6.35
1108,45,2017,MW1_Comdty,6.475
1109,44,2017,MW1_Comdty,6.2475
1110,43,2017,MW1_Comdty,6.17
1111,42,2017,MW1_Comdty,6.1125
1112,41,2017,MW1_Comdty,6.15
1113,40,2017,MW1_Comdty,6.2375
1114,39,2017,MW1_Comdty,6.2375
1115,38,2017,MW1_Comdty,6.3475
1116,37,2017,MW1_Comdty,6.215
1117,36,2017,MW1_Comdty,6.3025
1118,35,2017,MW1_Comdty,6.12
1119,34,2017,MW1_Comdty,6.505
1120,33,2017,MW1_Comdty,6.6875
1121,32,2017,MW1_Comdty,6.74
1122,31,2017,MW1_Comdty,7.1625
1123,30,2017,MW1_Comdty,7.405
1124,29,2017,MW1_Comdty,7.6575
1125,28,2017,MW1_Comdty,7.565
1126,27,2017,MW1_Comdty,7.575
1127,26,2017,MW1_Comdty,7.6775
1128,25,2017,MW1_Comdty,6.6125
1129,24,2017,MW1_Comdty,6.4275
1130,23,2017,MW1_Comdty,6.065
1131,22,2017,MW1_Comdty,5.8375
1132,21,2017,MW1_Comdty,5.6875
1133,20,2017,MW1_Comdty,5.5575
1134,19,2017,MW1_Comdty,5.37
1135,18,2017,MW1_Comdty,5.42
1136,17,2017,MW1_Comdty,5.4075
1137,16,2017,MW1_Comdty,5.265
1138,15,2017,MW1_Comdty,5.3025
1139,14,2017,MW1_Comdty,5.1825
1140,13,2017,MW1_Comdty,5.3425
1141,12,2017,MW1_Comdty,5.3575
1142,11,2017,MW1_Comdty,5.49
1143,10,2017,MW1_Comdty,5.36
1144,9,2017,MW1_Comdty,5.37
1145,8,2017,MW1_Comdty,5.4475
1146,7,2017,MW1_Comdty,5.4625
1147,6,2017,MW1_Comdty,5.725
1148,5,2017,MW1_Comdty,5.5825
1149,4,2017,MW1_Comdty,5.6
1150,3,2017,MW1_Comdty,5.685
1151,2,2017,MW1_Comdty,5.8275
1152,1,2017,MW1_Comdty,5.5275
1153,52,2016,MW1_Comdty,5.38
1154,51,2016,MW1_Comdty,5.3075
1155,50,2016,MW1_Comdty,5.4425
1156,49,2016,MW1_Comdty,5.36
1157,48,2016,MW1_Comdty,5.43
1158,47,2016,MW1_Comdty,5.3425
1159,46,2016,MW1_Comdty,5.2925
1160,45,2016,MW1_Comdty,5.2
1161,44,2016,MW1_Comdty,5.1025
1162,43,2016,MW1_Comdty,5.245
1163,42,2016,MW1_Comdty,5.29
1164,41,2016,MW1_Comdty,5.285
1165,40,2016,MW1_Comdty,5.22
1166,39,2016,MW1_Comdty,5.145
1167,38,2016,MW1_Comdty,5.0375
1168,37,2016,MW1_Comdty,4.9275
1169,36,2016,MW1_Comdty,4.985
1170,35,2016,MW1_Comdty,4.9625
1171,34,2016,MW1_Comdty,4.925
1172,33,2016,MW1_Comdty,5.3075
1173,32,2016,MW1_Comdty,5.1375
1174,31,2016,MW1_Comdty,4.95
1175,30,2016,MW1_Comdty,4.8825
1176,29,2016,MW1_Comdty,4.9525
1177,28,2016,MW1_Comdty,4.9675
1178,27,2016,MW1_Comdty,4.9775
1179,26,2016,MW1_Comdty,4.8925
1180,25,2016,MW1_Comdty,5.1775
1181,24,2016,MW1_Comdty,5.3975
1182,23,2016,MW1_Comdty,5.385
1183,22,2016,MW1_Comdty,5.395
1184,21,2016,MW1_Comdty,5.28
1185,20,2016,MW1_Comdty,5.2775
1186,19,2016,MW1_Comdty,5.23
1187,18,2016,MW1_Comdty,5.31
1188,17,2016,MW1_Comdty,5.4
1189,16,2016,MW1_Comdty,5.255
1190,15,2016,MW1_Comdty,5.235
1191,14,2016,MW1_Comdty,5.21
1192,13,2016,MW1_Comdty,5.29
1193,12,2016,MW1_Comdty,5.14
1194,11,2016,MW1_Comdty,5.09
1195,10,2016,MW1_Comdty,5.155
1196,9,2016,MW1_Comdty,5.0275
1197,8,2016,MW1_Comdty,4.8925
1198,7,2016,MW1_Comdty,4.9325
1199,6,2016,MW1_Comdty,4.85
1200,5,2016,MW1_Comdty,4.9125
1201,4,2016,MW1_Comdty,5.0
1202,3,2016,MW1_Comdty,4.97
1203,2,2016,MW1_Comdty,4.9725
1204,1,2016,MW1_Comdty,5.01
1205,53,2016,MW1_Comdty,4.9325
1206,52,2015,MW1_Comdty,4.95
1207,51,2015,MW1_Comdty,5.0625
1208,50,2015,MW1_Comdty,4.9825
1209,49,2015,MW1_Comdty,5.2825
1210,48,2015,MW1_Comdty,5.1
1211,47,2015,MW1_Comdty,5.095
1212,46,2015,MW1_Comdty,5.0425
1213,45,2015,MW1_Comdty,5.1875
1214,44,2015,MW1_Comdty,5.255
1215,43,2015,MW1_Comdty,5.08
1216,42,2015,MW1_Comdty,5.1225
1217,41,2015,MW1_Comdty,5.295
1218,40,2015,MW1_Comdty,5.2725
1219,39,2015,MW1_Comdty,5.2275
1220,38,2015,MW1_Comdty,5.11
1221,37,2015,MW1_Comdty,4.8775
1222,36,2015,MW1_Comdty,4.8625
1223,35,2015,MW1_Comdty,4.905
1224,34,2015,MW1_Comdty,5.02
1225,33,2015,MW1_Comdty,5.185
1226,32,2015,MW1_Comdty,5.25
1227,31,2015,MW1_Comdty,5.235
1228,30,2015,MW1_Comdty,5.45
1229,29,2015,MW1_Comdty,5.7475
1230,28,2015,MW1_Comdty,5.9725
1231,27,2015,MW1_Comdty,6.0625
1232,26,2015,MW1_Comdty,5.9575
1233,25,2015,MW1_Comdty,5.43
1234,24,2015,MW1_Comdty,5.6125
1235,23,2015,MW1_Comdty,5.715
1236,22,2015,MW1_Comdty,5.3075
1237,21,2015,MW1_Comdty,5.6875
1238,20,2015,MW1_Comdty,5.6125
1239,19,2015,MW1_Comdty,5.285
1240,18,2015,MW1_Comdty,5.2025
1241,17,2015,MW1_Comdty,5.35
1242,16,2015,MW1_Comdty,5.3275
1243,15,2015,MW1_Comdty,5.81
1244,14,2015,MW1_Comdty,5.955
1245,13,2015,MW1_Comdty,5.75
1246,12,2015,MW1_Comdty,5.895
1247,11,2015,MW1_Comdty,5.545
1248,10,2015,MW1_Comdty,5.42
1249,9,2015,MW1_Comdty,5.56
1250,8,2015,MW1_Comdty,5.6675
1251,7,2015,MW1_Comdty,5.87
1252,6,2015,MW1_Comdty,5.77
1253,5,2015,MW1_Comdty,5.5675
1254,4,2015,MW1_Comdty,5.76
1255,3,2015,MW1_Comdty,5.845
1256,2,2015,MW1_Comdty,6.0325
